Date,Total_equity_window_1,Total_equity_window_2,Total_equity_window_3,ETH_open_signal_window_1,ETH_close_signal_window_1,ETH_holding_PnL_window_1,ETH_open_signal_window_2,ETH_close_signal_window_2,ETH_holding_PnL_window_2,ETH_open_signal_window_3,ETH_close_signal_window_3,ETH_holding_PnL_window_3,ETH,ATR
2024-11-29 14:00:00+00:00,10000.0,9844.911519999998,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3636.05,30.40097347084566
2024-11-29 15:00:00+00:00,10000.0,9754.279419999997,10000.0,0.0,0.0,0.0,1.0,0.0,-83.36000000000058,0.0,0.0,0.0,3615.21,31.480903937213828
2024-11-29 16:00:00+00:00,10000.0,9690.999419999996,10000.0,0.0,0.0,0.0,0.0,0.0,-146.64000000000124,0.0,0.0,0.0,3599.39,31.763696513127098
2024-11-29 17:00:00+00:00,10000.0,9683.840619999997,10000.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3585.3,31.210575333618017
2024-11-29 18:00:00+00:00,10000.0,9683.840619999997,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3576.22,30.739105666931028
2024-11-29 19:00:00+00:00,10000.0,9683.840619999997,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.92,30.423455262150252
2024-11-29 20:00:00+00:00,10000.0,9716.870759999998,10000.0,0.0,0.0,0.0,1.0,0.0,40.20000000000073,0.0,0.0,0.0,3594.98,30.181065600568104
2024-11-29 21:00:00+00:00,10000.0,9710.990759999999,10000.0,0.0,0.0,0.0,0.0,0.0,34.32000000000153,0.0,0.0,0.0,3593.51,29.465989486241817
2024-11-29 22:00:00+00:00,10000.0,9730.710759999998,10000.0,0.0,0.0,0.0,0.0,0.0,54.04000000000087,0.0,0.0,0.0,3598.44,28.76984738008167
2024-11-29 23:00:00+00:00,10000.0,9714.950759999998,10000.0,0.0,0.0,0.0,0.0,0.0,38.280000000000655,0.0,0.0,0.0,3594.5,27.40985828150441
2024-11-30 00:00:00+00:00,10000.0,9707.990759999999,10000.0,0.0,0.0,0.0,0.0,0.0,31.320000000001528,0.0,0.0,0.0,3592.76,27.844154118539823
2024-11-30 01:00:00+00:00,10000.0,9746.990759999999,10000.0,0.0,0.0,0.0,0.0,0.0,70.32000000000153,0.0,0.0,0.0,3602.51,29.836714538644138
2024-11-30 02:00:00+00:00,10000.0,9847.590759999997,10000.0,0.0,0.0,0.0,0.0,0.0,170.92000000000007,0.0,0.0,0.0,3627.66,31.794806357312414
2024-11-30 03:00:00+00:00,10000.0,9977.390759999998,10000.0,0.0,0.0,0.0,0.0,0.0,300.72000000000116,0.0,0.0,0.0,3660.11,32.66232018893296
2024-11-30 04:00:00+00:00,10000.0,9953.750759999997,10000.0,0.0,0.0,0.0,0.0,0.0,277.0799999999999,0.0,0.0,0.0,3654.2,32.79715446115201
2024-11-30 05:00:00+00:00,10000.0,9946.402379999998,10000.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3696.69,34.47450057106974
2024-11-30 06:00:00+00:00,10000.0,9946.402379999998,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3698.89,35.10632195885048
2024-11-30 07:00:00+00:00,10000.0,9965.964579999996,10000.0,0.0,0.0,0.0,1.0,0.0,26.959999999999127,0.0,0.0,0.0,3705.64,34.76801324750401
2024-11-30 08:00:00+00:00,10000.0,9927.244579999999,10000.0,0.0,0.0,0.0,0.0,0.0,-11.760000000000218,0.0,0.0,0.0,3695.96,34.28244087268228
2024-11-30 09:00:00+00:00,10000.0,9922.844579999997,10000.0,0.0,0.0,0.0,0.0,0.0,-16.159999999999854,0.0,0.0,0.0,3694.86,33.0486950960621
2024-11-30 10:00:00+00:00,10000.0,9720.76458,10000.0,0.0,0.0,0.0,0.0,0.0,-218.23999999999978,0.0,0.0,0.0,3644.34,34.87450258920053
2024-11-30 11:00:00+00:00,10000.0,9767.60458,10000.0,0.0,0.0,0.0,0.0,0.0,-171.39999999999964,0.0,0.0,0.0,3656.05,34.94775240425764
2024-11-30 12:00:00+00:00,10000.0,9760.252499999999,10000.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3683.63,34.52291294681067
2024-11-30 13:00:00+00:00,10000.0,9760.252499999999,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.72,33.26699059346706
2024-11-30 14:00:00+00:00,10000.0,9721.267904999999,10000.0,0.0,0.0,0.0,1.0,0.0,-33.47999999999956,0.0,0.0,0.0,3658.57,33.1750626939337
2024-11-30 15:00:00+00:00,10000.0,9775.357904999999,10000.0,0.0,0.0,0.0,0.0,0.0,20.609999999999673,0.0,0.0,0.0,3676.6,33.25041535865272
2024-11-30 16:00:00+00:00,10000.0,9780.187904999999,10000.0,0.0,0.0,0.0,0.0,0.0,25.440000000000055,0.0,0.0,0.0,3678.21,32.813957118748945
2024-11-30 17:00:00+00:00,10000.0,9782.767904999999,10000.0,0.0,0.0,0.0,0.0,0.0,28.020000000000437,0.0,0.0,0.0,3679.07,32.11224589598118
2024-11-30 18:00:00+00:00,10000.0,9767.167904999998,10000.0,0.0,0.0,0.0,0.0,0.0,12.419999999999618,0.0,0.0,0.0,3673.87,30.957799760553943
2024-11-30 19:00:00+00:00,10000.0,9821.557904999998,10000.0,0.0,0.0,0.0,0.0,0.0,66.80999999999995,0.0,0.0,0.0,3692.0,31.02724263480008
2024-11-30 20:00:00+00:00,10000.0,9816.019904999997,10000.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3714.32,30.7224395894572
2024-11-30 21:00:00+00:00,10000.0,9816.019904999997,10024.89134,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.31999999999971,3722.41,31.556551047353118
2024-11-30 22:00:00+00:00,10000.0,9776.086304999997,9979.05134,0.0,0.0,0.0,1.0,0.0,-34.35000000000082,0.0,0.0,-13.520000000000437,3710.95,31.142511686827877
2024-11-30 23:00:00+00:00,10000.0,9760.426304999997,9958.17134,0.0,0.0,0.0,0.0,0.0,-50.01000000000022,0.0,0.0,-34.399999999999636,3705.73,31.709475137768738
2024-12-01 00:00:00+00:00,10000.0,9716.596304999997,9899.73134,0.0,0.0,0.0,0.0,0.0,-93.8400000000006,0.0,0.0,-92.84000000000015,3691.12,32.28165548507096
2024-12-01 01:00:00+00:00,10000.0,9780.436304999997,9892.42906,0.0,0.0,0.0,0.0,0.0,-30.0,0.0,-1.0,0.0,3712.4,34.06082295042303
2024-12-01 02:00:00+00:00,10000.0,9643.126304999998,9892.42906,0.0,0.0,0.0,0.0,0.0,-167.30999999999995,0.0,0.0,0.0,3666.63,35.559335596821384
2024-12-01 03:00:00+00:00,10000.0,9637.626359999998,9892.42906,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3709.49,36.57224019704841
2024-12-01 04:00:00+00:00,10000.0,9637.626359999998,9892.42906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3704.34,35.42065161154493
2024-12-01 05:00:00+00:00,10000.0,9574.589849999997,9892.42906,0.0,0.0,0.0,1.0,0.0,-57.48000000000093,0.0,0.0,0.0,3685.18,34.455605067863175
2024-12-01 06:00:00+00:00,10000.0,9625.049849999998,9892.42906,0.0,0.0,0.0,0.0,0.0,-7.020000000000437,0.0,0.0,0.0,3702.0,33.71520470587293
2024-12-01 07:00:00+00:00,10000.0,9634.199849999997,9892.42906,0.0,0.0,0.0,0.0,0.0,2.130000000000109,0.0,0.0,0.0,3705.05,33.04626151259628
2024-12-01 08:00:00+00:00,10000.0,9650.489849999998,9892.42906,0.0,0.0,0.0,0.0,0.0,18.419999999999618,0.0,0.0,0.0,3710.48,32.022957118839386
2024-12-01 09:00:00+00:00,10000.0,9629.129849999998,9892.42906,0.0,0.0,0.0,0.0,0.0,-2.9400000000000546,0.0,0.0,0.0,3703.36,31.187031610350836
2024-12-01 10:00:00+00:00,10000.0,9574.13985,9892.42906,0.0,0.0,0.0,0.0,0.0,-57.929999999999836,0.0,0.0,0.0,3685.03,30.839386495325755
2024-12-01 11:00:00+00:00,10000.0,9568.582319999998,9892.42906,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3694.14,29.970858888516762
2024-12-01 12:00:00+00:00,10000.0,9568.582319999998,9892.42906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3684.28,28.916511825051284
2024-12-01 13:00:00+00:00,10000.0,9568.582319999998,9892.42906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3703.82,29.303903837547633
2024-12-01 14:00:00+00:00,10000.0,9568.582319999998,9892.42906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3708.39,28.550053563437086
2024-12-01 15:00:00+00:00,10000.0,9630.849734999998,9892.42906,0.0,0.0,0.0,1.0,0.0,67.83000000000038,0.0,0.0,0.0,3731.0,29.89219259462016
2024-12-01 16:00:00+00:00,10000.0,9624.069734999997,9892.42906,0.0,0.0,0.0,0.0,0.0,61.04999999999973,0.0,0.0,0.0,3728.74,29.330607409290163
2024-12-01 17:00:00+00:00,10000.0,9616.209734999999,9878.97595,0.0,0.0,0.0,0.0,0.0,53.190000000000055,1.0,0.0,-7.859999999999673,3726.12,28.994135451483746
2024-12-01 18:00:00+00:00,10000.0,9581.649734999999,9844.415950000002,0.0,0.0,0.0,0.0,0.0,18.63000000000011,0.0,0.0,-42.41999999999962,3714.6,28.58526863352062
2024-12-01 19:00:00+00:00,10000.0,9570.039734999998,9832.805950000002,0.0,0.0,0.0,0.0,0.0,7.020000000000437,0.0,0.0,-54.02999999999929,3710.73,28.40774944541203
2024-12-01 20:00:00+00:00,10000.0,9516.879734999999,9827.20987,0.0,0.0,0.0,0.0,0.0,-46.13999999999896,0.0,-1.0,0.0,3693.01,28.656481627882588
2024-12-01 21:00:00+00:00,10000.0,9511.310234999999,9827.20987,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3709.49,28.073875797319545
2024-12-01 22:00:00+00:00,10000.0,9511.310234999999,9827.20987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3725.21,28.587170383225274
2024-12-01 23:00:00+00:00,10000.0,9463.812419999998,9827.20987,0.0,0.0,0.0,1.0,0.0,-41.910000000000764,0.0,0.0,0.0,3711.24,28.41522964156635
2024-12-02 00:00:00+00:00,10000.0,9445.332419999999,9827.20987,0.0,0.0,0.0,0.0,0.0,-60.39000000000033,0.0,0.0,0.0,3705.08,28.376998952883014
2024-12-02 01:00:00+00:00,10000.0,9541.03242,9827.20987,0.0,0.0,0.0,0.0,0.0,35.309999999999945,0.0,0.0,0.0,3736.98,29.45078474196279
2024-12-02 02:00:00+00:00,10000.0,9567.28242,9827.20987,0.0,0.0,0.0,0.0,0.0,61.559999999999945,0.0,0.0,0.0,3745.73,30.120728688965443
2024-12-02 03:00:00+00:00,10000.0,9393.61242,9647.891260000002,0.0,0.0,0.0,0.0,0.0,-112.10999999999967,1.0,0.0,-173.6999999999989,3687.84,34.46853378261075
2024-12-02 04:00:00+00:00,10000.0,9388.050674999999,9642.329515000001,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,3693.71,35.53292422670997
2024-12-02 05:00:00+00:00,10000.0,9388.050674999999,9642.329515000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3679.17,35.62557249623068
2024-12-02 06:00:00+00:00,10000.0,9388.050674999999,9642.329515000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3683.33,35.3666030322142
2024-12-02 07:00:00+00:00,10000.0,9388.050674999999,9642.329515000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.25,35.2475599584846
2024-12-02 08:00:00+00:00,10000.0,9388.050674999999,9642.329515000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3606.02,38.85487710430713
2024-12-02 09:00:00+00:00,10000.0,9388.050674999999,9642.329515000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3625.04,38.160957311142326
2024-12-02 10:00:00+00:00,10000.0,9388.050674999999,9642.329515000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3581.69,39.0623175032036
2024-12-02 11:00:00+00:00,10000.0,9388.050674999999,9642.329515000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3592.21,38.31000911011764
2024-12-02 12:00:00+00:00,10000.0,9388.050674999999,9642.329515000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3598.42,37.90500845939494
2024-12-02 13:00:00+00:00,10259.027155,9388.050674999999,9642.329515000001,1.0,0.0,275.21999999999935,0.0,0.0,0.0,0.0,0.0,0.0,3628.99,38.00750785515246
2024-12-02 14:00:00+00:00,10383.677155000003,9388.050674999999,9642.329515000001,0.0,0.0,399.8700000000026,0.0,0.0,0.0,0.0,0.0,0.0,3642.84,38.89411443692729
2024-12-02 15:00:00+00:00,10668.977155,9388.050674999999,9642.329515000001,0.0,0.0,685.170000000001,0.0,0.0,0.0,0.0,0.0,0.0,3674.54,40.565249120003905
2024-12-02 16:00:00+00:00,10255.787155000002,9388.050674999999,9642.329515000001,0.0,0.0,271.9800000000023,0.0,0.0,0.0,0.0,0.0,0.0,3628.63,42.265588468575075
2024-12-02 17:00:00+00:00,10239.458320000002,9388.050674999999,9642.329515000001,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3569.14,45.70590357796256
2024-12-02 18:00:00+00:00,10239.458320000002,9388.050674999999,9642.329515000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3625.64,47.35833903667953
2024-12-02 19:00:00+00:00,10239.458320000002,9388.050674999999,9642.329515000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3614.79,46.78774339120241
2024-12-02 20:00:00+00:00,10239.458320000002,9388.050674999999,9642.329515000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3618.01,45.56433314897369
2024-12-02 21:00:00+00:00,10239.458320000002,9388.050674999999,9642.329515000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3618.55,44.48688078118986
2024-12-02 22:00:00+00:00,10239.458320000002,9388.050674999999,9642.329515000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3617.68,43.03781786824775
2024-12-02 23:00:00+00:00,10239.458320000002,9629.08116,9883.360000000002,0.0,0.0,0.0,1.0,0.0,257.3100000000013,1.0,0.0,257.3100000000013,3646.26,42.34797373480149
2024-12-03 00:00:00+00:00,10239.458320000002,9569.41116,9823.690000000002,0.0,0.0,0.0,0.0,0.0,197.64000000000033,0.0,0.0,197.64000000000033,3639.63,41.17240418231567
2024-12-03 01:00:00+00:00,10239.458320000002,9410.741159999998,9665.02,0.0,0.0,0.0,0.0,0.0,38.969999999999345,0.0,0.0,38.969999999999345,3622.0,40.831518169293126
2024-12-03 02:00:00+00:00,10239.458320000002,9634.751159999996,9889.029999999999,0.0,0.0,0.0,0.0,0.0,262.9799999999982,0.0,0.0,262.9799999999982,3646.89,41.55283830005789
2024-12-03 03:00:00+00:00,10239.458320000002,9590.111159999997,9844.39,0.0,0.0,0.0,0.0,0.0,218.33999999999787,0.0,0.0,218.33999999999787,3641.93,40.37906413576803
2024-12-03 04:00:00+00:00,10239.458320000002,9640.061159999997,9894.34,0.0,0.0,0.0,0.0,0.0,268.2899999999995,0.0,0.0,268.2899999999995,3647.48,39.01913098321318
2024-12-03 05:00:00+00:00,10239.458320000002,9735.821159999996,9990.099999999999,0.0,0.0,0.0,0.0,0.0,364.04999999999836,0.0,0.0,364.04999999999836,3658.12,37.982764484412215
2024-12-03 06:00:00+00:00,10239.458320000002,9719.269665,9797.41,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,171.35999999999967,3636.71,38.512567021239924
2024-12-03 07:00:00+00:00,10239.458320000002,9719.269665,9642.880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.829999999999018,3619.54,38.77166937686564
2024-12-03 08:00:00+00:00,10239.458320000002,9678.141735000001,9618.040000000003,0.0,0.0,0.0,1.0,0.0,-24.839999999997872,0.0,0.0,-8.009999999998854,3616.78,38.58869299280381
2024-12-03 09:00:00+00:00,10239.458320000002,9661.866225000002,9584.110000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-41.93999999999869,3613.01,37.241643493317824
2024-12-03 10:00:00+00:00,10239.458320000002,9661.866225000002,9441.999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-184.05000000000246,3597.22,36.98581181522369
2024-12-03 11:00:00+00:00,10239.458320000002,9661.866225000002,9425.722555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3616.19,36.003253828422
2024-12-03 12:00:00+00:00,10239.458320000002,9661.866225000002,9425.722555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3607.66,34.89730712639185
2024-12-03 13:00:00+00:00,10239.458320000002,9661.866225000002,9425.722555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3548.21,37.52678518879244
2024-12-03 14:00:00+00:00,10558.417320000002,9661.866225000002,9425.722555,1.0,0.0,336.7000000000007,0.0,0.0,0.0,0.0,0.0,0.0,3581.87,40.98558624673582
2024-12-03 15:00:00+00:00,10482.017320000003,9661.866225000002,9425.722555,0.0,0.0,260.300000000002,0.0,0.0,0.0,0.0,0.0,0.0,3574.23,40.835187229111845
2024-12-03 16:00:00+00:00,10284.41732,9661.866225000002,9425.722555,0.0,0.0,62.69999999999982,0.0,0.0,0.0,0.0,0.0,0.0,3554.47,41.754102427032414
2024-12-03 17:00:00+00:00,10547.317320000006,9661.866225000002,9425.722555,0.0,0.0,325.600000000004,0.0,0.0,0.0,0.0,0.0,0.0,3580.76,41.68666653938724
2024-12-03 18:00:00+00:00,10551.217320000003,9661.866225000002,9425.722555,0.0,0.0,329.50000000000273,0.0,0.0,0.0,0.0,0.0,0.0,3581.15,40.01190464371674
2024-12-03 19:00:00+00:00,10532.417320000004,9661.866225000002,9425.722555,0.0,0.0,310.70000000000164,0.0,0.0,0.0,0.0,0.0,0.0,3579.27,39.3103400263084
2024-12-03 20:00:00+00:00,10832.617320000003,9661.866225000002,9425.722555,0.0,0.0,610.9000000000015,0.0,0.0,0.0,0.0,0.0,0.0,3609.29,39.067458595857794
2024-12-03 21:00:00+00:00,10883.017320000003,9661.866225000002,9454.750704999999,0.0,0.0,661.3000000000011,0.0,0.0,0.0,1.0,0.0,45.26999999999771,3614.33,38.08406869615368
2024-12-03 22:00:00+00:00,10865.045620000004,9661.866225000002,9644.560705,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,235.07999999999902,3635.42,38.154492360714144
2024-12-03 23:00:00+00:00,10865.045620000004,9478.196880000005,9477.160705,0.0,0.0,0.0,1.0,0.0,-167.30999999999722,0.0,0.0,67.67999999999984,3616.82,37.0848857635203
2024-12-04 00:00:00+00:00,10865.045620000004,10213.856880000003,10212.820704999998,0.0,0.0,0.0,0.0,0.0,568.3500000000008,0.0,0.0,803.3399999999979,3698.56,40.46239392326884
2024-12-04 01:00:00+00:00,10865.045620000004,10123.496880000002,10122.460704999998,0.0,0.0,0.0,0.0,0.0,477.99000000000115,0.0,0.0,712.9799999999982,3688.52,40.027222928749666
2024-12-04 02:00:00+00:00,10865.045620000004,10106.808585000006,10105.772410000001,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,3651.03,41.43956414812467
2024-12-04 03:00:00+00:00,10865.045620000004,10106.808585000006,10105.772410000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.9,40.53530956611577
2024-12-04 04:00:00+00:00,10865.045620000004,10154.126535000003,10105.772410000001,0.0,0.0,0.0,1.0,0.0,63.80999999999722,0.0,0.0,0.0,3671.99,38.687073168536095
2024-12-04 05:00:00+00:00,10865.045620000004,10267.616535000005,10105.772410000001,0.0,0.0,0.0,0.0,0.0,177.29999999999836,0.0,0.0,0.0,3684.6,37.17156794221207
2024-12-04 06:00:00+00:00,10865.045620000004,10378.856535000006,10105.772410000001,0.0,0.0,0.0,0.0,0.0,288.5399999999995,0.0,0.0,0.0,3696.96,36.77788451776837
2024-12-04 07:00:00+00:00,10865.045620000004,10566.326535000006,10105.772410000001,0.0,0.0,0.0,0.0,0.0,476.00999999999885,0.0,0.0,0.0,3717.79,37.02374990935633
2024-12-04 08:00:00+00:00,10865.045620000004,10453.826535000006,10105.772410000001,0.0,0.0,0.0,0.0,0.0,363.50999999999885,0.0,0.0,0.0,3705.29,35.999910630116595
2024-12-04 09:00:00+00:00,10865.045620000004,10664.786535000007,10105.772410000001,0.0,0.0,0.0,0.0,0.0,574.4699999999993,0.0,0.0,0.0,3728.73,35.96063129939397
2024-12-04 10:00:00+00:00,10865.045620000004,10623.386535000007,10105.772410000001,0.0,0.0,0.0,0.0,0.0,533.0700000000002,0.0,0.0,0.0,3724.13,35.59844334943725
2024-12-04 11:00:00+00:00,10865.045620000004,10606.537995000004,10105.772410000001,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3731.0,35.84498311019174
2024-12-04 12:00:00+00:00,10865.045620000004,10606.537995000004,10105.772410000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3720.41,36.59748431660663
2024-12-04 13:00:00+00:00,10865.045620000004,10560.217195000003,10105.772410000001,0.0,0.0,0.0,1.0,0.0,-38.88000000000102,0.0,0.0,0.0,3710.68,37.43909257970616
2024-12-04 14:00:00+00:00,10865.045620000004,10844.297195000003,10105.772410000001,0.0,0.0,0.0,0.0,0.0,245.1999999999989,0.0,0.0,0.0,3781.7,42.161300252584304
2024-12-04 15:00:00+00:00,10865.045620000004,11015.057195000003,10105.772410000001,0.0,0.0,0.0,0.0,0.0,415.9599999999991,0.0,0.0,0.0,3824.39,45.779064520256846
2024-12-04 16:00:00+00:00,10865.045620000004,10752.257195000004,10105.772410000001,0.0,0.0,0.0,0.0,0.0,153.15999999999985,0.0,0.0,0.0,3758.69,49.39627419738133
2024-12-04 17:00:00+00:00,10865.045620000004,10744.819775000004,10105.772410000001,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3813.64,50.533683183282676
2024-12-04 18:00:00+00:00,10865.045620000004,10744.819775000004,10105.772410000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3825.47,50.11842009876246
2024-12-04 19:00:00+00:00,10865.045620000004,10888.705205000004,10105.772410000001,0.0,0.0,0.0,1.0,0.0,161.10000000000082,0.0,0.0,0.0,3843.36,48.47424723456514
2024-12-04 20:00:00+00:00,10865.045620000004,11240.155205000003,10105.772410000001,0.0,0.0,0.0,0.0,0.0,512.5499999999984,0.0,0.0,0.0,3882.41,49.215372432096196
2024-12-04 21:00:00+00:00,10865.045620000004,10868.005205000003,10105.772410000001,0.0,0.0,0.0,0.0,0.0,140.39999999999918,0.0,0.0,0.0,3841.06,49.62713154408932
2024-12-04 22:00:00+00:00,10865.045620000004,10898.875205,10105.772410000001,0.0,0.0,0.0,0.0,0.0,171.2699999999977,0.0,0.0,0.0,3844.49,48.749479290940066
2024-12-04 23:00:00+00:00,10865.045620000004,10865.215205000004,10105.772410000001,0.0,0.0,0.0,0.0,0.0,137.60999999999967,0.0,0.0,0.0,3840.75,48.12237362730148
2024-12-05 00:00:00+00:00,10865.045620000004,10493.965205000004,10105.772410000001,0.0,0.0,0.0,0.0,0.0,-233.64000000000033,0.0,0.0,0.0,3799.5,47.82148979677997
2024-12-05 01:00:00+00:00,10865.045620000004,10537.525205000005,10105.772410000001,0.0,0.0,0.0,0.0,0.0,-190.07999999999902,0.0,0.0,0.0,3804.34,48.723526239867105
2024-12-05 02:00:00+00:00,10865.045620000004,11040.805205000004,10105.772410000001,0.0,0.0,0.0,0.0,0.0,313.20000000000164,0.0,0.0,0.0,3860.26,51.26898865130518
2024-12-05 03:00:00+00:00,10865.045620000004,10829.485205000004,10105.772410000001,0.0,0.0,0.0,0.0,0.0,101.88000000000147,0.0,0.0,0.0,3836.78,54.11834660478337
2024-12-05 04:00:00+00:00,10865.045620000004,11041.435205000002,10105.772410000001,0.0,0.0,0.0,0.0,0.0,313.829999999999,0.0,0.0,0.0,3860.33,53.877750418727416
2024-12-05 05:00:00+00:00,10865.045620000004,10951.255205000003,10105.772410000001,0.0,0.0,0.0,0.0,0.0,223.64999999999918,0.0,0.0,0.0,3850.31,53.355053960246885
2024-12-05 06:00:00+00:00,10865.045620000004,10983.025205000005,10105.772410000001,0.0,0.0,0.0,0.0,0.0,255.42000000000098,0.0,0.0,0.0,3853.84,52.852550105943514
2024-12-05 07:00:00+00:00,10865.045620000004,10981.315205000004,10105.772410000001,0.0,0.0,0.0,0.0,0.0,253.7100000000005,0.0,0.0,0.0,3853.65,50.77022509837611
2024-12-05 08:00:00+00:00,10865.045620000004,11490.355205000003,10105.772410000001,0.0,0.0,0.0,0.0,0.0,762.75,0.0,0.0,0.0,3910.21,52.42663759134924
2024-12-05 09:00:00+00:00,10865.045620000004,11617.525205000005,10105.772410000001,0.0,0.0,0.0,0.0,0.0,889.920000000001,0.0,0.0,0.0,3924.34,50.26044919196715
