Date,Open,High,Low,Close,Volume
3/12/2024 10:00,3613,3621.43,3587.77,3597.22,118062.186
3/12/2024 11:00,3597.21,3617.4,3594.17,3616.19,113725.054
3/12/2024 12:00,3616.19,3620.88,3600.36,3607.66,94883.196
3/12/2024 13:00,3607.66,3611.71,3540,3548.21,378791.206
3/12/2024 14:00,3548.2,3587.96,3502.01,3581.87,642988.046
3/12/2024 15:00,3581.87,3598.88,3560,3574.23,279816.668
3/12/2024 16:00,3574.19,3597.27,3543.57,3554.47,181030.247
3/12/2024 17:00,3554.46,3581.48,3540.67,3580.76,130219.517
3/12/2024 18:00,3580.75,3586.32,3568.08,3581.15,70208.404
3/12/2024 19:00,3581.16,3582.19,3552,3579.27,82770.612
3/12/2024 20:00,3579.27,3612.77,3576.86,3609.29,113046.176
3/12/2024 21:00,3609.3,3630.96,3605.66,3614.33,122492.878
3/12/2024 22:00,3614.34,3636.59,3597.52,3635.42,89609.958
3/12/2024 23:00,3635.41,3637.09,3613.91,3616.82,100150.033
4/12/2024 0:00,3616.83,3701.19,3616.82,3698.56,274437.521
4/12/2024 1:00,3698.56,3711.8,3677.43,3688.52,348837.197
4/12/2024 2:00,3688.51,3690.83,3631.03,3651.03,269134.301
4/12/2024 3:00,3651.03,3679.46,3650.68,3664.9,89966.149
4/12/2024 4:00,3664.9,3677.84,3663.18,3671.99,69191.089
4/12/2024 5:00,3671.99,3689.37,3671.9,3684.6,101767.757
4/12/2024 6:00,3684.59,3697.86,3666.2,3696.96,109792.886
4/12/2024 7:00,3696.96,3724.77,3684.55,3717.79,183278.213
4/12/2024 8:00,3717.79,3722.79,3700.1,3705.29,119705.66
4/12/2024 9:00,3705.3,3734.45,3699,3728.73,137884.27
4/12/2024 10:00,3728.73,3744.41,3713.52,3724.13,175273.346
4/12/2024 11:00,3724.12,3754.05,3715,3731,212382.524
4/12/2024 12:00,3731.01,3746.38,3700,3720.41,233228.055
4/12/2024 13:00,3720.4,3738.84,3690.46,3710.68,220616.188
4/12/2024 14:00,3710.68,3798.96,3695.41,3781.7,397552.73
4/12/2024 15:00,3781.44,3858.19,3765.38,3824.39,702685.558
4/12/2024 16:00,3824.38,3832.43,3736.01,3758.69,596556.512
4/12/2024 17:00,3758.71,3822.55,3757.23,3813.64,312584.12
4/12/2024 18:00,3813.64,3842.72,3798,3825.47,207174.139
4/12/2024 19:00,3825.46,3846.69,3819.59,3843.36,131015.153
4/12/2024 20:00,3843.36,3891,3832.15,3882.41,370672.42
4/12/2024 21:00,3882.41,3891,3836.02,3841.06,212961.955
4/12/2024 22:00,3841.07,3873.93,3836.59,3844.49,92020.946
4/12/2024 23:00,3844.48,3863.39,3823.42,3840.75,140610.736
5/12/2024 0:00,3840.74,3842.51,3798.6,3799.5,150919.903
5/12/2024 1:00,3799.5,3830.2,3769.75,3804.34,332385.328
5/12/2024 2:00,3804.34,3885.36,3801,3860.26,362937.562
5/12/2024 3:00,3860.21,3912,3820.84,3836.78,573780.709
5/12/2024 4:00,3836.78,3884.65,3833.9,3860.33,245262.728
5/12/2024 5:00,3860.33,3873,3826.44,3850.31,139963.204
5/12/2024 6:00,3850.3,3868.74,3822.42,3853.84,120146.801
5/12/2024 7:00,3853.85,3870.5,3846.8,3853.65,124217.4
5/12/2024 8:00,3853.66,3927.61,3853.65,3910.21,348827.044
5/12/2024 9:00,3910.22,3925,3902.9,3924.34,179195.966
5/12/2024 10:00,3924.35,3939,3911.06,3918.77,215361.893
5/12/2024 11:00,3918.78,3948,3912.3,3934.35,170269.854
5/12/2024 12:00,3934.35,3943.35,3921.28,3927.7,146190.614
5/12/2024 13:00,3927.71,3940.77,3916.35,3921.06,119702.406
5/12/2024 14:00,3921.06,3960,3905.45,3929.99,218215.447
5/12/2024 15:00,3930,3933.47,3862.37,3890.78,439713.384
5/12/2024 16:00,3890.78,3924.36,3872.77,3904.55,204064.542
5/12/2024 17:00,3904.56,3930,3896.17,3921.68,139513.08
5/12/2024 18:00,3921.67,3927.67,3867.46,3873,173759.121
5/12/2024 19:00,3873.01,3890.92,3823,3833.94,283161.171
5/12/2024 20:00,3833.93,3850,3787.56,3828.16,387590.426
5/12/2024 21:00,3828.17,3861.38,3822.31,3857.89,141733.966
5/12/2024 22:00,3857.93,3864.6,3615,3805.76,705936.301
5/12/2024 23:00,3805.76,3821.41,3765.42,3787.31,284550.554
6/12/2024 0:00,3787.3,3887,3780,3865.61,275552.766
6/12/2024 1:00,3865.61,3891.69,3841.22,3872.19,199349.663
6/12/2024 2:00,3872.18,3880,3852.44,3880,113737.706
6/12/2024 3:00,3880,3917.8,3851.18,3909.82,165823.064
6/12/2024 4:00,3909.83,3917,3891.42,3905.51,100945.413
6/12/2024 5:00,3905.5,3906.39,3875.35,3892.03,95793.625
6/12/2024 6:00,3892.03,3932.96,3891.4,3909.77,139295.915
6/12/2024 7:00,3909.76,3910.71,3888.64,3896.5,81193.477
6/12/2024 8:00,3896.5,3913.33,3881,3882.55,96299.408
6/12/2024 9:00,3882.56,3891.08,3860,3871.42,193778.493
6/12/2024 10:00,3871.42,3879.55,3846.42,3867.01,133362.401
6/12/2024 11:00,3867,3882.62,3855.03,3869.74,83683.401
6/12/2024 12:00,3869.74,3886,3835.36,3839.76,134191.986
6/12/2024 13:00,3839.8,3897,3838.92,3891.28,250625.255
6/12/2024 14:00,3891.27,3989,3876.44,3987.87,478350.485
6/12/2024 15:00,3987.88,4046,3977.47,3996.28,752547.958
6/12/2024 16:00,3996.29,4017.81,3983.38,4006.73,198608.636
6/12/2024 17:00,4006.72,4046.36,4006.72,4019.03,204525.913
6/12/2024 18:00,4019.03,4062.69,4010.57,4054.42,232222.666
6/12/2024 19:00,4054.41,4078.23,4046.39,4071,147403.087
6/12/2024 20:00,4071,4092.83,4026.93,4047.96,285924.794
6/12/2024 21:00,4047.97,4059,4022.2,4026.55,105008.928
6/12/2024 22:00,4026.56,4043.62,4024.6,4027.18,53835.811
6/12/2024 23:00,4027.17,4030,3990.92,4001.75,123065.992
7/12/2024 0:00,4001.75,4027.82,3995,4016.04,100118.131
7/12/2024 1:00,4016.05,4019.56,3981.35,3984.59,123707.578
7/12/2024 2:00,3984.59,4004.7,3978.05,3994.88,79109.429
7/12/2024 3:00,3994.87,3998.57,3972.24,3990.2,71090.629
7/12/2024 4:00,3990.21,4003.29,3983.99,3997.67,74478.534
7/12/2024 5:00,3997.68,4006.41,3984.79,3992.16,59471.197
7/12/2024 6:00,3992.15,3995.62,3980.08,3981.53,52237.182
7/12/2024 7:00,3981.53,3991.33,3970,3989.09,71638.546
7/12/2024 8:00,3989.09,3998.24,3976.29,3982.18,68564.084
7/12/2024 9:00,3982.18,3994.83,3981.22,3989.2,41407.003
7/12/2024 10:00,3989.2,3989.74,3977.6,3985.1,41066.284
7/12/2024 11:00,3985.1,4012.5,3983.38,4001.26,85577.837
7/12/2024 12:00,4001.27,4007.41,3992.47,4001.99,51973.276
7/12/2024 13:00,4001.98,4011.47,3993.6,3997.14,51042.882
7/12/2024 14:00,3997.13,4011.43,3979.01,4000.68,99868.065
7/12/2024 15:00,4000.66,4012.25,3990.5,4007.66,73118.303
7/12/2024 16:00,4007.66,4009.71,3989.16,4000.55,76414.339
7/12/2024 17:00,4000.54,4001.5,3989.31,3995.06,35331.179
7/12/2024 18:00,3995.06,4020.24,3994.26,4014.39,72464.156
7/12/2024 19:00,4014.4,4023.83,4006,4015.46,57461.137
7/12/2024 20:00,4015.45,4028.69,4010,4019.99,40985.457
7/12/2024 21:00,4019.99,4025.59,4000.23,4008.12,50706.846
7/12/2024 22:00,4008.13,4011.28,3995.26,3996.84,36437.987
7/12/2024 23:00,3996.83,4015.65,3995.95,3999.79,35306.933
8/12/2024 0:00,3999.8,4009,3995.8,4006.73,31393.9
8/12/2024 1:00,4006.73,4012.38,3986.9,3995.82,43717.748
8/12/2024 2:00,3995.82,4006,3992,4000.93,32561.234
8/12/2024 3:00,4000.93,4005.57,3991.05,3992.36,29014.036
8/12/2024 4:00,3992.35,3998.9,3982.77,3982.77,64119.74
8/12/2024 5:00,3982.78,3987.65,3960.93,3973.59,123608.817
8/12/2024 6:00,3973.58,3985.72,3961.31,3982.58,65570.524
8/12/2024 7:00,3982.58,3990,3975.6,3983.19,37720.33
8/12/2024 8:00,3983.18,3984.61,3940.01,3942.96,165779.51
8/12/2024 9:00,3942.96,3961.29,3926,3938.98,157768.509
8/12/2024 10:00,3938.98,3967.56,3938.98,3965.02,77640.39
8/12/2024 11:00,3965.03,3983.44,3958.34,3974.4,80921.708
8/12/2024 12:00,3974.39,3996,3962,3988.8,87448.923
8/12/2024 13:00,3988.79,4006.98,3982.62,4000.2,110922.405
8/12/2024 14:00,4000.19,4000.86,3979.14,3981.78,73736.836
8/12/2024 15:00,3981.79,4004.15,3958.05,3993.92,142623.263
8/12/2024 16:00,3993.92,4003,3978.17,3986.54,73009.778
8/12/2024 17:00,3986.54,3994.62,3976.48,3988.48,53244.974
8/12/2024 18:00,3988.47,3990.37,3967.32,3970.44,52033.321
8/12/2024 19:00,3970.44,3995.66,3966.68,3992.57,51888.062
8/12/2024 20:00,3992.57,3995.32,3978.57,3979.29,37017.407
8/12/2024 21:00,3979.29,3996,3978.05,3994,28351.165
8/12/2024 22:00,3994,4013.7,3991.02,4013.01,58569.082
8/12/2024 23:00,4013,4019.57,3989.26,4007.3,109010.465
9/12/2024 0:00,4007.31,4010.67,3955.55,3975.2,188326.532
9/12/2024 1:00,3975.2,3983.21,3943.3,3947.25,113967.509
9/12/2024 2:00,3947.24,3961.42,3936.99,3943.83,91107.378
9/12/2024 3:00,3943.84,3958.23,3906.13,3932.53,159549.603
9/12/2024 4:00,3932.53,3944.45,3905.15,3943.16,138059.991
9/12/2024 5:00,3943.16,3951,3936.31,3945.95,50975.872
9/12/2024 6:00,3945.94,3946.08,3908.09,3918.39,103638.363
9/12/2024 7:00,3918.38,3929,3883,3920.5,289882.913
9/12/2024 8:00,3920.51,3923.02,3863.05,3869.7,249081.693
9/12/2024 9:00,3869.7,3888.99,3853.07,3875.73,184187.449
9/12/2024 10:00,3875.72,3890.96,3867.26,3886.98,83364.941
9/12/2024 11:00,3886.97,3887.05,3845,3853.68,146182.776
9/12/2024 12:00,3853.68,3869.91,3838.73,3866.41,142225.605
9/12/2024 13:00,3866.4,3906.53,3853.63,3899.71,168286.99
9/12/2024 14:00,3899.71,3947.74,3878.99,3933.61,226218.604
9/12/2024 15:00,3933.62,3939.58,3805.02,3826.42,599362.606
9/12/2024 16:00,3826.43,3869.36,3810.01,3848.61,302146.917
9/12/2024 17:00,3848.62,3866.66,3829.64,3830.56,106284.931
9/12/2024 18:00,3830.56,3861.23,3828.17,3839.4,113644.397
9/12/2024 19:00,3839.39,3839.4,3785,3797.28,213799.105
9/12/2024 20:00,3797.28,3806.72,3724.03,3745.41,478838.691
9/12/2024 21:00,3745.41,3749.58,3475,3699.14,1193859.566
9/12/2024 22:00,3699.13,3733.3,3508.63,3715.06,951679.828
9/12/2024 23:00,3715.07,3735.84,3690.01,3712.55,247418.789
10/12/2024 0:00,3712.55,3781.29,3677.76,3768.28,342520.87
10/12/2024 1:00,3768.28,3775.39,3724.51,3758.4,166504.39
10/12/2024 2:00,3758.4,3758.41,3685.59,3687.51,180342.398
10/12/2024 3:00,3687.52,3699.48,3616,3682.99,453611.001
10/12/2024 4:00,3683,3710.78,3637.61,3709.59,183591.355
10/12/2024 5:00,3709.58,3714.78,3680.07,3703.72,101190.666
10/12/2024 6:00,3703.73,3744,3691.94,3739.93,124298.423
10/12/2024 7:00,3739.93,3741.19,3720,3734.5,84258.909
10/12/2024 8:00,3734.51,3753.58,3713.52,3743.58,110053.309
10/12/2024 9:00,3743.58,3766.59,3735.63,3752.37,104813.322
10/12/2024 10:00,3752.36,3774,3750.74,3763.71,97218.304
10/12/2024 11:00,3763.71,3764.06,3738.77,3750.39,76932.313
10/12/2024 12:00,3750.39,3754.79,3664.61,3676.99,310282.191
10/12/2024 13:00,3676.98,3713,3673.57,3693.84,200824.854
10/12/2024 14:00,3693.84,3732.47,3654.8,3671.34,353829.761
10/12/2024 15:00,3671.34,3687.91,3554.46,3568.08,769878.458
10/12/2024 16:00,3568.12,3619,3530.2,3613.66,713290.233
10/12/2024 17:00,3613.67,3616.12,3520.01,3527.72,425585.558
10/12/2024 18:00,3527.71,3596.73,3512.71,3581.39,276935.286
10/12/2024 19:00,3581.39,3635.31,3577.22,3629.01,135533.681
10/12/2024 20:00,3629,3658.43,3619.52,3645.94,164225.247
10/12/2024 21:00,3645.99,3673.26,3630.08,3639.23,125042.343
10/12/2024 22:00,3639.22,3655.85,3629.32,3633.01,67723.753
10/12/2024 23:00,3633.02,3652.66,3612.18,3628.4,106096.567
11/12/2024 0:00,3628.41,3638.27,3581.17,3611.65,142728.129
11/12/2024 1:00,3611.64,3614.54,3565.32,3567.59,162478.156
11/12/2024 2:00,3567.6,3659.4,3562.65,3651.46,166571.888
11/12/2024 3:00,3651.46,3669.6,3648.35,3665.28,107189.492
11/12/2024 4:00,3665.29,3681.21,3657.1,3668.19,85563.965
11/12/2024 5:00,3668.2,3674.96,3646.61,3659.54,55375.295
11/12/2024 6:00,3659.48,3678.32,3651,3674.76,58067.998
11/12/2024 7:00,3674.77,3681.62,3650.21,3652.17,67936.558
11/12/2024 8:00,3652.16,3707,3651,3696.19,142934.623
11/12/2024 9:00,3696.19,3700,3682.66,3699.77,67714.494
11/12/2024 10:00,3699.76,3708.16,3693.89,3707.32,52275.281
11/12/2024 11:00,3707.32,3727.5,3703.2,3716.09,117906.747
11/12/2024 12:00,3716.1,3736.87,3709.66,3721.72,108992.819
11/12/2024 13:00,3721.71,3749,3706.72,3742.6,210788.278
11/12/2024 14:00,3742.59,3777,3715.21,3769.23,219826.295
11/12/2024 15:00,3769.24,3820,3762.36,3786.75,375459.298
11/12/2024 16:00,3786.76,3802.67,3778.18,3796.04,159914.353
11/12/2024 17:00,3796.04,3813.1,3756.6,3761.77,148180.292
11/12/2024 18:00,3761.76,3808,3752.48,3789.91,138917.526
11/12/2024 19:00,3789.9,3812.33,3787.86,3802.39,85229.357
11/12/2024 20:00,3802.39,3840.56,3801.42,3830.61,134700.168
11/12/2024 21:00,3830.6,3833.17,3810.61,3827.23,64406.995
11/12/2024 22:00,3827.23,3844.28,3820.84,3834.48,72305.823
11/12/2024 23:00,3834.48,3846.95,3822.78,3830.44,62294.659
12/12/2024 0:00,3830.44,3836.12,3805.6,3816.99,85142.129
12/12/2024 1:00,3817,3822,3795.25,3803.4,80568.304
12/12/2024 2:00,3803.4,3884,3801.12,3879.36,135533.117
12/12/2024 3:00,3879.35,3947.62,3848.07,3933.77,343469.994
12/12/2024 4:00,3933.76,3943.41,3893,3907.74,179170.269
12/12/2024 5:00,3907.75,3945,3900.18,3924.31,148932.111
12/12/2024 6:00,3924.3,3936.3,3906,3936.29,106038.355
12/12/2024 7:00,3936.29,3941,3901.82,3904.58,96274.35
12/12/2024 8:00,3904.58,3921.96,3900,3910.83,77324.15
12/12/2024 9:00,3910.82,3935.92,3910.08,3921.01,83628.22
12/12/2024 10:00,3921,3924.99,3890.25,3924.65,156959.627
12/12/2024 11:00,3924.65,3937.31,3902,3912.73,146839.216
12/12/2024 12:00,3912.74,3962.24,3912.73,3954.82,199563.731
12/12/2024 13:00,3954.83,3979.08,3916,3941.79,355671.628
12/12/2024 14:00,3941.79,3984.4,3930,3981,269762.286
12/12/2024 15:00,3981,3986.94,3937.7,3956.9,223588.246
12/12/2024 16:00,3956.91,3985.3,3927.77,3933,218792.592
12/12/2024 17:00,3933.01,3965.8,3927,3960.5,114627.222
12/12/2024 18:00,3960.5,3965.6,3910.56,3919.41,117368.419
12/12/2024 19:00,3919.4,3932.67,3853.19,3870.59,348548.912
12/12/2024 20:00,3870.58,3901.33,3863.02,3886.3,109412.343
12/12/2024 21:00,3886.29,3894.8,3860.57,3864.28,97963.523
12/12/2024 22:00,3864.29,3885.56,3835,3881.25,172229.439
12/12/2024 23:00,3881.26,3886.13,3856.32,3880.52,69826.35
13/12/2024 0:00,3880.52,3904.84,3873.47,3887.77,84360.181
13/12/2024 1:00,3887.77,3888.64,3851.8,3883.33,106166.56
13/12/2024 2:00,3883.32,3926.51,3877.29,3906.17,143538.206
13/12/2024 3:00,3906.17,3940,3900.35,3931.36,107914.914
13/12/2024 4:00,3931.35,3935.05,3910.58,3915.91,81125.16
13/12/2024 5:00,3915.91,3930.58,3904,3908.4,64527.941
13/12/2024 6:00,3908.39,3926,3885.02,3885.29,101961.725
13/12/2024 7:00,3885.29,3903,3870,3884.58,127371.778
13/12/2024 8:00,3884.57,3902.79,3872.62,3897.39,67168.609
13/12/2024 9:00,3897.38,3902.77,3873.34,3888.41,71358.839
13/12/2024 10:00,3888.41,3907.75,3870.85,3903.01,89959.749
13/12/2024 11:00,3903,3923.4,3900.2,3900.4,101173.587
13/12/2024 12:00,3900.4,3930.58,3900.4,3929.44,89391.615
13/12/2024 13:00,3929.44,3936.53,3907.26,3923.69,119055.552
13/12/2024 14:00,3923.68,3950,3916.24,3949.77,139443.897
13/12/2024 15:00,3949.77,3967.96,3877.34,3884.71,348387.345
13/12/2024 16:00,3884.71,3934.38,3879,3911.25,229043.179
13/12/2024 17:00,3911.27,3946.42,3906.65,3938.99,119183.985
13/12/2024 18:00,3938.99,3940.88,3911.09,3912.1,79904.137
13/12/2024 19:00,3912.1,3926.05,3910.01,3916.99,36878.789
